iter	RMSE
110	0.005918854773
111	0.005837497605
112	0.005759269346
113	0.005684061768
114	0.005611771033
115	0.00550911569
116	0.005419593387
117	0.005289999493
118	0.005185676233
119	0.005105436302
120	0.004974584279
121	0.004895971747
122	0.004782767006
123	0.004709170942
124	0.004588876989
125	0.004487734616
126	0.004427329885
127	0.004329188957
128	0.004272854459
129	0.004169814737
130	0.004069576063
131	0.003976741669
132	0.003926943886
133	0.003837657044
134	0.003752116557
135	0.003703800551
136	0.003639601834
137	0.003544587737
138	0.003467455999
139	0.003410730829
140	0.003381054412
141	0.003288780686
142	0.003218596689
143	0.003134731494
144	0.00309325056
145	0.003025358377
146	0.002950307116
147	0.002871207278
148	0.002784317478
149	0.00272867141
150	0.00267018724
151	0.00262067855
152	0.00256267237
153	0.00249472531
154	0.002449446505
155	0.002385268119
156	0.002314536945
157	0.002273100174
158	0.002227411606
159	0.00218816017
160	0.002139474244
161	0.002094632918
162	0.002058101463
163	0.001998996947
164	0.001954195864
165	0.001917827191
166	0.001876498468
167	0.001840255555
168	0.001800212074
169	0.001741850072
170	0.00168637907
171	0.001640081428
172	0.001603316396
173	0.001557267642
174	0.001528396018
175	0.001485503358
176	0.001447048132
177	0.001401934981
178	0.001376877579
179	0.001336425524
180	0.001315478192
181	0.001281923554
182	0.001262243229
183	0.001234136589
184	0.001203332575
185	0.001179053909
186	0.001147088755
187	0.001115419633
188	0.001095955222
189	0.001073869242
190	0.001042388697
191	0.001025665122
192	0.0009998692335
193	0.0009871559783
194	0.0009605546421
195	0.0009372505307
196	0.0009152718196
197	0.0008930698024
198	0.0008761445595
199	0.0008605606275
200	0.0008461994319
201	0.0008316255225
202	0.0008186116922
203	0.0007993455296
204	0.000778296894
205	0.0007680055855
206	0.0007503326695
207	0.0007310297083
208	0.0007231752312
209	0.0007141347615
210	0.0006978194851
211	0.0006803047169
212	0.0006678050294
213	0.0006563223389
214	0.0006457853915
215	0.0006346499075
216	0.0006186650685
217	0.0006070959721
218	0.0006017309541
219	0.0005912082567
220	0.0005762744665
221	0.0005667125445
222	0.000552370862
223	0.0005407702742
224	0.0005320322643
225	0.0005211465349
226	0.0005081056207
227	0.0005044381786
228	0.0004945379324
229	0.0004822456393
230	0.0004715892897
231	0.0004597875391
232	0.0004512323109
233	0.0004422554949
234	0.0004281179287
235	0.0004161849553
236	0.0004087776858
237	0.0004010505947
238	0.0003954874824
239	0.000386684379
240	0.0003763695331
241	0.0003699625113
242	0.0003599104344
243	0.0003520799554
244	0.0003472406291
245	0.0003397837291
246	0.0003334539919
247	0.0003253534817
248	0.0003227718574
249	0.0003146427678
250	0.000310601054
251	0.0003041710034
252	0.0003003846813
253	0.0002952517217
254	0.0002917192913
255	0.0002854299111
256	0.0002796283387
257	0.0002717886644
258	0.0002656127268
259	0.0002624883494
260	0.000255588026
261	0.0002504948557
262	0.000246334794
263	0.0002436674244
264	0.000237452168
265	0.0002319143106
266	0.0002273096829
267	0.0002236619786
268	0.0002214649167
269	0.0002165827276
270	0.0002096432075
271	0.000206334035
272	0.0002025710829
273	0.0001998480522
274	0.0001931896048
275	0.0001883453168
276	0.0001837520099
277	0.0001782523919
278	0.0001734324505
279	0.0001695089856
280	0.0001676272298
281	0.0001645541074
282	0.0001606854723
283	0.0001577986787
284	0.0001536356793
285	0.0001487141022
286	0.0001451109707
287	0.0001417007217
288	0.0001394235048
289	0.0001361468141
290	0.0001319156804
291	0.0001283050265
292	0.0001248394161
293	0.0001211589858
294	0.0001172869545
295	0.0001148776311
296	0.000112196807
297	0.0001100765617
298	0.0001075029823
299	0.0001050223562
300	0.0001018118272
301	9.917113898e-05
302	9.651054171e-05
303	9.352280853e-05
304	9.110125823e-05
305	8.881773869e-05
306	8.725584526e-05
307	8.545358703e-05
308	8.357760834e-05
309	8.140330029e-05
310	7.97895574e-05
311	7.832231624e-05
312	7.65622798e-05
313	7.487941195e-05
314	7.327913484e-05
315	7.133735065e-05
316	6.910700332e-05
317	6.702658048e-05
318	6.496206649e-05
319	6.379844227e-05
320	6.251178298e-05
321	6.084698748e-05
322	5.908166757e-05
323	5.732309755e-05
324	5.591329169e-05
325	5.429616029e-05
326	5.299491108e-05
327	5.159408943e-05
328	5.05878927e-05
329	4.972178891e-05
330	4.877919145e-05
331	4.795273098e-05
332	4.706938986e-05
333	4.620223837e-05
334	4.536307596e-05
335	4.45511691e-05
336	4.352731321e-05
337	4.27850514e-05
338	4.187613926e-05
339	4.110536362e-05
340	4.037878401e-05
341	3.967615415e-05
342	3.89968414e-05
343	3.824291943e-05
344	3.73601992e-05
345	3.650740651e-05
346	3.570096106e-05
347	3.489251638e-05
348	3.411146218e-05
349	3.333282655e-05
350	3.254702062e-05
351	3.181773669e-05
352	3.125269039e-05
353	3.070624058e-05
354	3.017789528e-05
355	2.966717577e-05
356	2.893357353e-05
357	2.810947674e-05
358	2.747459155e-05
359	2.674764642e-05
360	2.608839761e-05
361	2.537815352e-05
362	2.468081189e-05
363	2.410775735e-05
364	2.348161872e-05
365	2.288805146e-05
366	2.246213546e-05
367	2.200010684e-05
368	2.144151513e-05
369	2.10158427e-05
370	2.050619114e-05
371	2.004007125e-05
372	1.952790192e-05
373	1.901635359e-05
374	1.853590702e-05
375	1.817755469e-05
376	1.775022854e-05
377	1.741344075e-05
378	1.694827265e-05
379	1.675359216e-05
380	1.636171203e-05
381	1.594731505e-05
382	1.576683337e-05
383	1.557082771e-05
384	1.521536123e-05
385	1.503188958e-05
386	1.488045279e-05
387	1.449291701e-05
388	1.415290518e-05
389	1.382387187e-05
390	1.350547488e-05
391	1.315533516e-05
392	1.296793609e-05
393	1.267148776e-05
394	1.24848031e-05
395	1.220134398e-05
396	1.203748018e-05
397	1.171360038e-05
398	1.140381756e-05
399	1.110755968e-05
400	1.081610403e-05
401	1.053824261e-05
402	1.042402104e-05
403	1.016079749e-05
404	9.900563508e-06
405	9.64184235e-06
406	9.396191976e-06
407	9.153395874e-06
408	9.056141558e-06
409	8.854029793e-06
410	8.660034057e-06
411	8.572540301e-06
412	8.386150805e-06
413	8.207229494e-06
414	8.10652329e-06
415	7.93641263e-06
416	7.731173614e-06
417	7.657488934e-06
418	7.522341887e-06
419	7.330527716e-06
420	7.252923758e-06
421	7.100453439e-06
422	6.904135155e-06
423	6.838294799e-06
424	6.740630857e-06
425	6.679315864e-06
426	6.562233743e-06
427	6.383757385e-06
428	6.275398932e-06
429	6.111747425e-06
430	6.054177505e-06
431	5.962083072e-06
432	5.864690111e-06
433	5.713024396e-06
434	5.567299832e-06
435	5.51468459e-06
436	5.420805801e-06
437	5.2924879e-06
438	5.20373084e-06
439	5.131986567e-06
440	5.0051368e-06
441	4.957374e-06
442	4.891477319e-06
443	4.771889008e-06
444	4.727819352e-06
445	4.691018152e-06
446	4.601590696e-06
447	4.560924029e-06
448	4.475876045e-06
449	4.364221144e-06
450	4.234833015e-06
451	4.112659716e-06
452	4.082671951e-06
453	4.03316898e-06
454	3.940257671e-06
455	3.839670846e-06
456	3.741553901e-06
457	3.643497528e-06
458	3.549192015e-06
459	3.450394018e-06
460	3.365267932e-06
461	3.272841549e-06
462	3.241446589e-06
463	3.206948455e-06
464	3.174193386e-06
465	3.087198107e-06
466	3.056619554e-06
467	3.027589532e-06
468	2.977477164e-06
469	2.929166984e-06
470	2.868067284e-06
471	2.819988674e-06
472	2.762766108e-06
473	2.695330284e-06
474	2.627300344e-06
475	2.589909261e-06
476	2.539134053e-06
477	2.487562187e-06
478	2.464551759e-06
479	2.42442891e-06
480	2.355201255e-06
481	2.284704024e-06
482	2.253753457e-06
483	2.211154612e-06
484	2.182461083e-06
485	2.146232442e-06
486	2.096278283e-06
487	2.038571424e-06
488	1.989375136e-06
489	1.9427073e-06
490	1.911865524e-06
491	1.869672209e-06
492	1.820261375e-06
493	1.775451497e-06
494	1.722941104e-06
495	1.681661162e-06
496	1.655143454e-06
497	1.608784352e-06
498	1.564966074e-06
499	1.527494323e-06
500	1.482584286e-06
501	1.45110224e-06
502	1.428908619e-06
503	1.398945866e-06
504	1.363407526e-06
505	1.354590766e-06
506	1.346204496e-06
507	1.338227206e-06
508	1.308092841e-06
509	1.29641775e-06
510	1.289022913e-06
511	1.260179288e-06
512	1.24002295e-06
513	1.212073689e-06
514	1.186342865e-06
515	1.154460795e-06
516	1.124366982e-06
517	1.095968148e-06
518	1.06488985e-06
519	1.045725675e-06
520	1.031098132e-06
521	1.015804858e-06
522	1.001368514e-06
523	9.79872068e-07
524	9.647075496e-07
525	9.578447958e-07
526	9.457884062e-07
527	9.391318944e-07
528	9.150806394e-07
529	8.907389448e-07
530	8.845228729e-07
531	8.786159305e-07
532	8.648926265e-07
533	8.538616184e-07
534	8.432469554e-07
535	8.195308916e-07
536	8.070051887e-07
537	7.950156095e-07
538	7.755122895e-07
539	7.544394807e-07
540	7.356306843e-07
541	7.190400497e-07
542	7.099267546e-07
543	6.897815986e-07
544	6.715966095e-07
545	6.54808509e-07
546	6.487011442e-07
547	6.391764516e-07
548	6.229313935e-07
549	6.099157323e-07
550	5.933763824e-07
551	5.793607402e-07
552	5.648387549e-07
553	5.597392153e-07
554	5.470864594e-07
555	5.322750073e-07
556	5.27819436e-07
557	5.244194357e-07
558	5.166070557e-07
559	5.034919374e-07
560	4.920513461e-07
561	4.879444356e-07
562	4.808258064e-07
563	4.690103602e-07
564	4.583696983e-07
565	4.456815817e-07
566	4.327408745e-07
567	4.225156317e-07
568	4.160307196e-07
569	4.100863388e-07
570	3.992998826e-07
571	3.879176926e-07
572	3.75988722e-07
573	3.655054268e-07
574	3.54542896e-07
575	3.459148625e-07
576	3.383866597e-07
577	3.327090478e-07
578	3.212746544e-07
579	3.164327721e-07
580	3.121890077e-07
581	3.051842777e-07
582	2.987986989e-07
583	2.950271988e-07
584	2.89005095e-07
585	2.813530121e-07
586	2.735803495e-07
587	2.717434202e-07
588	2.699900415e-07
589	2.627215965e-07
590	2.569346534e-07
591	2.499636403e-07
592	2.44645687e-07
593	2.383093737e-07
594	2.32140284e-07
595	2.263156618e-07
596	2.208954871e-07
597	2.177112138e-07
598	2.165661601e-07
599	2.130661724e-07
600	2.096773476e-07
601	2.068907599e-07
602	2.020924716e-07
603	1.978838314e-07
604	1.944242375e-07
605	1.914346815e-07
606	1.868396989e-07
607	1.831632899e-07
608	1.805285909e-07
609	1.784055386e-07
610	1.762215995e-07
611	1.722536705e-07
612	1.673926851e-07
613	1.644159972e-07
614	1.61687817e-07
615	1.575515267e-07
616	1.563570892e-07
617	1.530025957e-07
618	1.518872135e-07
619	1.486984969e-07
620	1.445839669e-07
621	1.435458018e-07
622	1.398737715e-07
623	1.388969611e-07
624	1.379671746e-07
625	1.351089755e-07
626	1.334768882e-07
627	1.313312e-07
628	1.305544164e-07
629	1.284951769e-07
630	1.27741904e-07
631	1.270226209e-07
632	1.250349181e-07
633	1.243374761e-07
634	1.222370312e-07
635	1.215696399e-07
636	1.209325175e-07
637	1.189334173e-07
638	1.183230626e-07
639	1.154314671e-07
640	1.148584863e-07
641	1.141762106e-07
642	1.118827489e-07
643	1.107244472e-07
644	1.089142663e-07
645	1.076978375e-07
646	1.054961954e-07
647	1.049519398e-07
648	1.038062436e-07
649	1.016542453e-07
650	1.010738897e-07
651	9.964104009e-08
652	9.760322421e-08
653	9.563308562e-08
654	9.50766782e-08
655	9.316654459e-08
656	9.262748826e-08
657	9.211335172e-08
658	9.022304863e-08
659	8.972430603e-08
660	8.816816426e-08
661	8.636698521e-08
662	8.588973785e-08
663	8.541007859e-08
664	8.348936109e-08
665	8.178068762e-08
666	8.134569085e-08
667	7.973584281e-08
668	7.930459523e-08
669	7.742861242e-08
670	7.702124149e-08
671	7.663348982e-08
672	7.535028211e-08
673	7.486784587e-08
674	7.368761944e-08
675	7.305511369e-08
676	7.114265479e-08
677	7.027739053e-08
678	6.846196259e-08
679	6.801314825e-08
680	6.759202672e-08
681	6.583191553e-08
682	6.551603238e-08
683	6.474537205e-08
684	6.346139102e-08
685	6.190850248e-08
686	6.051067544e-08
687	5.918861971e-08
688	5.891431016e-08
689	5.797922752e-08
690	5.713722802e-08
691	5.563394134e-08
692	5.460911301e-08
693	5.395440422e-08
694	5.273368311e-08
695	5.219226947e-08
696	5.145133606e-08
697	5.08458123e-08
698	4.953270566e-08
699	4.902607186e-08
700	4.776397978e-08
701	4.729053235e-08
702	4.662346447e-08
703	4.576899238e-08
704	4.51362532e-08
705	4.439301791e-08
706	4.320850049e-08
707	4.27889455e-08
708	4.158575592e-08
709	4.050156389e-08
710	4.004949063e-08
711	3.898477391e-08
712	3.818927624e-08
713	3.764730363e-08
714	3.674379621e-08
715	3.56611102e-08
716	3.476884895e-08
717	3.400116797e-08
718	3.344618918e-08
719	3.280908242e-08
720	3.219783139e-08
721	3.137171241e-08
722	3.083332268e-08
723	3.015246207e-08
724	2.947606029e-08
725	2.884264839e-08
726	2.852698645e-08
727	2.810138347e-08
728	2.747484508e-08
729	2.679345242e-08
730	2.607376411e-08
731	2.549811964e-08
732	2.496919468e-08
733	2.455289818e-08
734	2.425559507e-08
735	2.397314365e-08
736	2.347569812e-08
737	2.320947491e-08
738	2.298274188e-08
739	2.241488761e-08
740	2.192114203e-08
741	2.167708202e-08
742	2.143253758e-08
743	2.103131392e-08
744	2.079243199e-08
745	2.060215027e-08
746	2.038306762e-08
747	1.995893256e-08
748	1.947172595e-08
749	1.925912344e-08
750	1.886744484e-08
751	1.844902573e-08
752	1.80077527e-08
753	1.781313887e-08
754	1.739809216e-08
755	1.696277827e-08
756	1.659162637e-08
757	1.623482039e-08
758	1.605966395e-08
759	1.574269457e-08
760	1.537885994e-08
761	1.505110434e-08
762	1.489173351e-08
763	1.472556783e-08
764	1.438066775e-08
765	1.403342579e-08
766	1.368469867e-08
767	1.354388319e-08
768	1.330139198e-08
769	1.297352795e-08
770	1.26374996e-08
771	1.251119279e-08
772	1.229413407e-08
773	1.217388843e-08
774	1.187822509e-08
775	1.167292204e-08
776	1.156087032e-08
777	1.136396493e-08
778	1.128898731e-08
779	1.121746252e-08
780	1.093766118e-08
781	1.073812995e-08
782	1.055563712e-08
783	1.030510174e-08
784	1.011113033e-08
785	9.906195338e-09
786	9.739451738e-09
787	9.501761894e-09
788	9.402012418e-09
789	9.339764605e-09
790	9.280204471e-09
791	9.122901041e-09
792	9.064273746e-09
793	8.870315021e-09
794	8.70959761e-09
795	8.508727551e-09
796	8.358190279e-09
797	8.168190836e-09
798	8.014403327e-09
799	7.875135346e-09
800	7.697517003e-09
801	7.554830088e-09
802	7.409950063e-09
803	7.244377529e-09
804	7.159829217e-09
805	7.111929802e-09
806	6.981645554e-09
807	6.849371838e-09
808	6.69572078e-09
809	6.651354538e-09
810	6.608902875e-09
811	6.462148074e-09
812	6.36253931e-09
813	6.256595511e-09
814	6.138263493e-09
815	6.014736757e-09
816	5.873169293e-09
817	5.770197258e-09
818	5.638798073e-09
819	5.549018143e-09
820	5.42273116e-09
821	5.330059919e-09
822	5.210445233e-09
823	5.111410071e-09
824	4.999464854e-09
825	4.892373159e-09
826	4.80936199e-09
827	4.702133563e-09
828	4.631466012e-09
829	4.554467332e-09
830	4.461655412e-09
831	4.376452851e-09
832	4.346594972e-09
833	4.260729937e-09
834	4.232118801e-09
835	4.150038579e-09
836	4.122605e-09
837	4.053307377e-09
838	4.026711217e-09
839	3.941016838e-09
840	3.875161386e-09
841	3.790306388e-09
842	3.710487371e-09
843	3.686284635e-09
844	3.663129507e-09
845	3.593554163e-09
846	3.571347747e-09
847	3.504822788e-09
848	3.44836542e-09
849	3.409121476e-09
850	3.388281523e-09
851	3.332747188e-09
852	3.299709497e-09
853	3.2685464e-09
854	3.202549044e-09
855	3.153377345e-09
856	3.106108247e-09
857	3.045679861e-09
858	2.976613563e-09
859	2.948971284e-09
860	2.884874257e-09
861	2.814975747e-09
862	2.799010619e-09
863	2.773878499e-09
864	2.710253851e-09
865	2.695180486e-09
866	2.638846005e-09
867	2.579575272e-09
868	2.561995664e-09
869	2.53854964e-09
870	2.521890869e-09
871	2.506053683e-09
872	2.448135921e-09
873	2.382375922e-09
874	2.333503658e-09
875	2.280635568e-09
876	2.265856536e-09
877	2.25180684e-09
878	2.242414261e-09
879	2.196528427e-09
880	2.167237809e-09
881	2.123684405e-09
882	2.114951494e-09
883	2.069849327e-09
884	2.061398354e-09
885	2.012895069e-09
886	1.987707458e-09
887	1.938128696e-09
888	1.929904415e-09
889	1.889155043e-09
890	1.85721958e-09
891	1.849154326e-09
892	1.806982728e-09
893	1.769846322e-09
894	1.726626429e-09
895	1.718642602e-09
896	1.708063809e-09
897	1.679917453e-09
898	1.654695681e-09
899	1.61471349e-09
900	1.60717681e-09
901	1.573564794e-09
902	1.544738304e-09
903	1.534856068e-09
904	1.525447704e-09
905	1.49199307e-09
906	1.45663654e-09
907	1.43466358e-09
908	1.405869028e-09
909	1.386404228e-09
910	1.360783e-09
911	1.328780591e-09
912	1.309251176e-09
913	1.283363221e-09
914	1.259448134e-09
915	1.238572513e-09
916	1.20710226e-09
917	1.189421317e-09
918	1.169902405e-09
919	1.15271877e-09
920	1.122150176e-09
921	1.102239325e-09
922	1.080228415e-09
923	1.063009291e-09
924	1.034345274e-09
925	1.017997854e-09
926	9.999512175e-10
927	9.773551643e-10
928	9.67337987e-10
929	9.433936887e-10
930	9.265330477e-10
931	9.058354542e-10
932	9.001166177e-10
933	8.886638082e-10
934	8.709543581e-10
935	8.519563645e-10
936	8.26732692e-10
937	8.067844611e-10
938	8.029120651e-10
939	7.869718327e-10
940	7.71247828e-10
941	7.675265937e-10
942	7.639778379e-10
943	7.422741781e-10
944	7.388403727e-10
945	7.185008524e-10
946	7.121220842e-10
947	7.060867628e-10
948	6.908145279e-10
949	6.804923443e-10
950	6.750812866e-10
951	6.654967772e-10
952	6.499864389e-10
953	6.472755575e-10
954	6.324698041e-10
955	6.196679228e-10
956	6.169831444e-10
957	6.144221313e-10
958	6.119793645e-10
959	5.970390641e-10
960	5.946572215e-10
961	5.811108873e-10
962	5.787724928e-10
963	5.649542647e-10
964	5.626732472e-10
965	5.604969411e-10
966	5.477710918e-10
967	5.443972373e-10
968	5.382539758e-10
969	5.273401194e-10
970	5.241819562e-10
971	5.21172918e-10
972	5.110796944e-10
973	5.007416342e-10
974	4.978617142e-10
975	4.856601709e-10
976	4.738547262e-10
977	4.642997265e-10
978	4.616349344e-10
979	4.504840589e-10
980	4.420132146e-10
981	4.319708165e-10
982	4.227486785e-10
983	4.139073607e-10
984	4.046560998e-10
985	3.963654978e-10
986	3.921595486e-10
987	3.85855247e-10
988	3.781780995e-10
989	3.71085637e-10
990	3.645122561e-10
991	3.577376265e-10
992	3.495895681e-10
993	3.432595421e-10
994	3.373754195e-10
995	3.32254318e-10
996	3.273417215e-10
997	3.194817201e-10
998	3.152409815e-10
999	3.133343872e-10
